,name,indice
0,El Oro,0.7740797039320768
1,Santo Domingo de los Tsachilas,0.6047536510490209
2,Manabi,0.9524078881340855
3,Guayas,0.7113517641459464
4,Pichincha,0.6254945647043508
5,Chimborazo,0.7230184080695288
